logger_ID;TAXON;GENUS;SPECIES;COVER;NOTES;AUTHOR
321;Ranunculus villarsii;ran;vil;+;;NH
321;Salix herbacea;sal;her;1;;NH
321;Scorzoneroides helvetica;sco;hel;2b;;NH
321;Soldanella pusilla;sol;pus;+;;NH
321;Trifolium pratense subsp. pratense;tri;pra;+;;NH
321;Veronica bellidioides;ver;bel;r;;NH
322;Alchemilla vulgaris agg.;Alc;spe;1;;SD
322;Anthoxanthum alpinum;Ant;alp;+;;SD
322;Avenella flexuosa;Ave;fle;1;;SD
322;Avenula versicolor;Ave;ver;+;;SD
322;Campanula scheuchzeri;Cam;sch;+;;SD
322;Carex sempervirens;Car;sem;+;;SD
322;Cirsium spinosissimum;Cir;spi;+;;SD
322;Festuca nigricans;Fes;nig;1;;SD
322;Gentiana punctata;Gen;pun;1;;SD
322;Homogyne alpina;Hom;alp;1;;SD
322;Leontodon hispidus;Leo;his;2a;;SD
322;Luzula alpino-pilosa;Luz;alp1;+;;SD
322;Mutellina adonidifolia;Mut;ado;+;;SD
322;Myosotis alpestris;Myo;alp;+;;SD
322;Nardus stricta;Nar;str;2a;;SD
322;Persicaria vivipara;Per;viv;+;;SD
322;Potentilla aurea;Pot;aur;1;;SD
322;Ranunculus villarsii;Ran;vil;2a;;SD
322;Rhododendron ferrugineum;Rho;fer;3;;SD
322;Scorzoneroides helvetica;Sco;hel;+;;SD
322;Sempervivum montanum s. str.;Sem;mon;+;;SD
322;Soldanella pusilla;Sol;pus;+;;SD
322;Solidago virgaurea subsp. minuta;Sol;vir;1;;SD
322;Vaccinium myrtillus;Vac;myr;2b;;SD
322;Viola biflora;Vio;bif;+;;SD
323;Achillea moschata;ach;mos;1;;NH
323;Agrostis rupestris;agr;rup;1;;NH
323;Anthoxanthum alpinum;ant;alp;1;;NH
323;Botrychium lunaria;bot;lun;+;;NH
323;Campanula scheuchzeri;cam;sch;+;;NH
323;Carex sempervirens;car;sem;+;;NH
323;Cirsium spinosissimum;cir;spi;2a;;NH
323;Deschampsia cespitosa subsp. cespitosa;des;ces;1;;NH
323;Festuca halleri agg.;fes;hal;+;;NH
323;Homogyne alpina;hom;alp;+;;NH
323;Leontodon hispidus;leo;his;3;;NH
323;Luzula spicata;luz;spi;+;;NH
323;Poa alpina;poa;alp;+;;NH
323;Potentilla aurea;pot;aur;1;;NH
323;Potentilla crantzii;pot;cra;1;cf;NH
323;Salix herbacea;sal;her;+;;NH
323;Saxifraga bryoides;sax;bry;r;;NH
323;Silene vulgaris;sil;vul;+;;NH
323;Solidago virgaurea subsp. minuta;sol;vir;+;;NH
323;Taraxacum sp.;tar;spe;+;;NH
323;Trifolium pallescens;tri;pal;+;;NH
323;Trifolium pratense subsp. pratense;tri;pra;2a;;NH
324;Achillea moschata;ach;mos;+;;DM
324;Agrostis alpina;agr;alp;r;;DM
324;Anthoxanthum alpinum;ant;alp;+;;DM
324;Campanula scheuchzeri;cam;sch;+;;DM
324;Crepis aurea;cre;aur;+;;DM
324;Homogyne alpina;hom;alp;2a;;DM
324;Juncus trifidus;jun;tri;2b;;DM
324;Kobresia myosuroides;kob;myo;+;;DM
324;Leontodon hispidus;leo;his;+;;DM
324;Luzula alpina;luz;alp;+;;DM
324;Luzula alpino-pilosa;luz;alp1;+;;DM
324;Nardus stricta;nar;str;1;;DM
324;Persicaria vivipara;per;viv;1;;DM
324;Phyteuma hemisphaericum;phy;hem;+;;DM
324;Potentilla aurea;pot;aur;1;;DM
324;Ranunculus villarsii;ran;vil;+;;DM
324;Rhinanthus glacialis;rhi;gla;1;;DM
324;Salix herbacea;sal;her;+;;DM
324;Scorzoneroides helvetica;sco;hel;+;;DM
324;Trifolium pratense subsp. pratense;tri;pra;+;;DM
324;Vaccinium gaultherioides;vac;gau;1;;DM
325;Alchemilla vulgaris agg.;alc;vul;2a;;KC
325;Carex aterrima;car;ate;2b;;KC
325;Carex brunnescens;car;bru;+;cf;KC
325;Carex nigra;car;nig;2a;;KC
325;Cerastium fontanum s. str.;cer;fon;1;;KC
325;Deschampsia cespitosa subsp. cespitosa;des;ces;2a;;KC
325;Epilobium anagallidifolium;epi;ana;+;cf;KC
325;Luzula alpina;luz;alp;2a;;KC
325;Mutellina adonidifolia;mut;ado;+;;KC
325;Nardus stricta;nar;str;2a;;KC
325;Persicaria vivipara;per;viv;+;;KC
325;Phleum alpinum agg.;phl;com;1;;KC
325;Poa alpina;poa;alp;1;;KC
325;Ranunculus acris subsp. acris;ran;acr;2b;;KC
325;Saxifraga stellaris subsp. robusta;sax;ste;+;cf;KC
325;Taraxacum sp.;tar;spe;+;;KC
325;Trifolium badium;tri;bad;2a;;KC
325;Trifolium pratense subsp. pratense;tri;pra;+;;KC
326;Agrostis agrostiflora;Agr;agr;1;;SD
326;Anthoxanthum alpinum;Ant;alp;+;;SD
326;Campanula scheuchzeri;Cam;sch;+;;SD
326;Cirsium spinosissimum;Cir;spi;2b;;SD
326;Deschampsia cespitosa subsp. cespitosa;Des;ces;1;;SD
326;Festuca nigricans;Fes;nig;2a;;SD
326;Hieracium sp.;Hie;spe;+;;SD
326;Homogyne alpina;Hom;alp;+;;SD
326;Luzula alpino-pilosa;Luz;alp1;+;;SD
326;Luzula multiflora s. lat.;Luz;mul;+;;SD
326;Mutellina adonidifolia;Mut;ado;1;;SD
326;Myosotis alpestris;Myo;alp;+;;SD
326;Phleum alpinum agg.;Phl;alp;+;;SD
326;Potentilla aurea;Pot;aur;+;;SD
326;Ranunculus villarsii;Ran;vil;1;;SD
326;Salix herbacea;Sal;her;+;;SD
326;Solidago virgaurea subsp. minuta;Sol;vir;+;;SD
326;Viola biflora;Vio;bif;1;;SD
327;Agrostis alpina;agr;alp;+;;NS
327;Anthoxanthum alpinum;ant;alp;1;;NS
327;Avenella flexuosa;ave;fle;+;;NS
327;Avenula versicolor;ave;ver;1;;NS
327;Campanula scheuchzeri;cam;sch;r;;NS
327;Euphrasia minima;eup;min;r;;NS
327;Homogyne alpina;hom;alp;1;;NS
327;Juncus trifidus;jun;tri;1;;NS
327;Leucanthemopsis alpina;leu;alp;+;;NS
327;Luzula alpina;luz;alp;+;;NS
327;Luzula lutea;luz;lut;r;;NS
327;Nardus stricta;nar;str;1;;NS
327;Persicaria vivipara;per;viv;1;;NS
327;Phyteuma hemisphaericum;phy;hem;r;;NS
327;Potentilla aurea;pot;aur;2a;;NS
327;Salix herbacea;sal;her;1;;NS
327;Scorzoneroides helvetica;sco;hel;1;;NS
327;Solidago virgaurea subsp. minuta;sol;vir;+;;NS
327;Vaccinium gaultherioides;vac;gau;2b;;NS
327;Vaccinium myrtillus;vac;myr;2b;;NS
328;Agrostis agrostiflora;Agr;agr;+;;SD
328;Agrostis alpina;Agr;alp;+;;SD
328;Anthoxanthum alpinum;Ant;alp;1;;SD
328;Campanula scheuchzeri;Cam;sch;+;;SD
328;Cirsium spinosissimum;Cir;spi;3;;SD
328;Deschampsia cespitosa subsp. cespitosa;Des;ces;2b;;SD
328;Homogyne alpina;Hom;alp;+;;SD
328;Luzula alpino-pilosa;Luz;alp1;1;;SD
328;Mutellina adonidifolia;Mut;ado;2a;;SD
328;Myosotis alpestris;Myo;alp;+;;SD
328;Phleum alpinum agg.;Phl;com;1;;SD
328;Poa alpina;Poa;alp;1;;SD
328;Potentilla aurea;Pot;aur;+;;SD
328;Ranunculus villarsii;Ran;vil;2b;;SD
328;Rhinanthus glacialis;Rhi;gla;+;;SD
328;Rumex alpestris;Rum;alp;2a;;SD
328;Scorzoneroides helvetica;Sco;hel;1;;SD
328;Soldanella pusilla;Sol;pus;+;;SD
328;Taraxacum sp.;Tar;spe;+;;SD
328;Viola biflora;Vio;bif;+;;SD
329;Anthoxanthum alpinum;ant;alp;2a;;DM
329;Arenaria biflora;are;bif;r;cf;DM
329;Campanula barbata subsp. barbata;cam;bar;r;;DM
329;Campanula scheuchzeri;cam;sch;+;;DM
329;Cirsium spinosissimum;cir;spi;2a;;DM
329;Deschampsia cespitosa subsp. cespitosa;des;ces;3;;DM
329;Euphrasia minima;eup;min;+;;DM
329;Gnaphalium supinum;gna;sup;+;;DM
329;Luzula alpino-pilosa;luz;alp1;2a;;DM
329;Persicaria vivipara;per;viv;+;;DM
329;Phleum alpinum agg.;phl;rha;+;;DM
329;Poa alpina;poa;alp;1;;DM
329;Salix helvetica;sal;hel;2a;;DM
329;Scorzoneroides helvetica;sco;hel;1;;DM
329;Sedum alpestre;sed;alp;r;;DM
329;Soldanella pusilla;sol;pus;2a;;DM
329;Veronica alpina;ver;alp;1;;DM
330;Alchemilla vulgaris agg.;alc;spe;1;;KH
330;Campanula scheuchzeri;cam;sch;+;;KH
330;Deschampsia cespitosa subsp. cespitosa;des;ces;2b;;KH
330;Euphrasia officinalis subsp. picta;eup;off;+;;KH
330;Festuca nigricans;fes;nig;2b;;KH
330;Homogyne alpina;hom;alp;+;;KH
330;Leucanthemopsis alpina;leu;alp;+;;KH
330;Luzula alpino-pilosa;luz;alp1;+;;KH
330;Persicaria vivipara;per;viv;1;;KH
330;Rhododendron ferrugineum;rho;fer;r;;KH
330;Salix helvetica;sal;hel;r;;KH
330;Salix herbacea;sal;her;+;;KH
330;Saxifraga bryoides;sax;bry;+;;KH
330;Scorzoneroides helvetica;sco;hel;1;;KH
330;Soldanella pusilla;sol;pus;+;;KH
330;Trifolium badium;tri;bad;+;;KH
330;Vaccinium gaultherioides;vac;gau;r;;KH
331;Agrostis rupestris;agr;rup;+;;SE
331;Alchemilla vulgaris agg.;alc;vul;+;;SE
331;Anthoxanthum alpinum;ant;alp;1;;SE
331;Avenella flexuosa;ave;fle;2a;;SE
331;Avenula versicolor;ave;ver;+;;SE
331;Bartsia alpina;bar;alp;+;;SE
331;Campanula barbata subsp. barbata;cam;bar;1;;SE
331;Campanula scheuchzeri;cam;sch;+;;SE
331;Carex sempervirens;car;sem;1;;SE
331;Crepis aurea;cre;aur;r;cf;SE
331;Euphrasia minima;eup;min;r;;SE
331;Festuca halleri agg.;fes;hal;+;;SE
331;Geum montanum;geu;mon;+;;SE
331;Homogyne alpina;hom;alp;+;;SE
331;Leontodon hispidus;leo;his;1;;SE
331;Loiseleuria procumbens;loi;pro;+;;SE
331;Lotus corniculatus;lot;cor;1;;SE
331;Nardus stricta;nar;str;2a;;SE
331;Persicaria vivipara;per;viv;1;;SE
331;Phyteuma hemisphaericum;phy;hem;+;;SE
331;Potentilla aurea;pot;aur;1;;SE
331;Ranunculus villarsii;ran;vil;+;;SE
331;Rhododendron ferrugineum;rho;fer;2a;;SE
331;Salix herbacea;sal;her;1;;SE
331;Scorzoneroides helvetica;sco;hel;1;;SE
331;Selaginella selaginoides;sel;sel;r;;SE
331;Soldanella pusilla;sol;pus;+;;SE
331;Solidago virgaurea subsp. minuta;sol;vir;1;;SE
331;Vaccinium gaultherioides;vac;gau;3;;SE
331;Vaccinium myrtillus;vac;myr;3;;SE
332;Agrostis agrostiflora;agr;agr;+;;NH
332;Alchemilla vulgaris agg.;alc;vul;2b;;NH
332;Campanula scheuchzeri;cam;sch;+;;NH
332;Carex ferruginea;car;fer;3;;NH
332;Cirsium spinosissimum;cir;spi;2a;;NH
332;Deschampsia cespitosa subsp. cespitosa;des;ces;1;;NH
332;Festuca nigricans;fes;nig;1;;NH
332;Leontodon hispidus;leo;his;1;;NH
332;Luzula alpino-pilosa;luz;alp1;+;;NH
332;Mutellina adonidifolia;mut;ado;1;;NH
332;Pedicularis recutita;ped;rec;2a;;NH
332;Persicaria vivipara;per;viv;+;;NH
332;Silene vulgaris;sil;vul;+;;NH
332;Taraxacum sp.;tar;spe;+;;NH
332;Trifolium badium;tri;bad;+;;NH
332;Viola biflora;vio;bif;+;;NH
333;Agrostis agrostiflora;agr;agr;+;;NH
333;Alchemilla vulgaris agg.;alc;spe;+;;NH
333;Anthoxanthum alpinum;ant;alp;1;;NH
333;Avenella flexuosa;ave;fle;1;;NH
333;Campanula scheuchzeri;cam;sch;+;;NH
333;Carex sempervirens;car;sem;1;;NH
333;Festuca nigricans;fes;nig;1;;NH
333;Geranium sylvaticum;ger;syl;+;;NH
333;Lotus corniculatus;lot;cor;r;;NH
333;Luzula alpino-pilosa;luz;alp1;+;;NH
333;Myosotis alpestris;myo;alp;+;;NH
333;Peucedanum ostruthium;peu;ost;2a;;NH
333;Ranunculus villarsii;ran;vil;+;;NH
333;Rhododendron ferrugineum;rho;fer;2b;;NH
333;Scorzoneroides helvetica;sco;hel;r;;NH
333;Sempervivum montanum s. str.;sem;mon;+;;NH
333;Silene vulgaris;sil;vul;2a;;NH
333;Solidago virgaurea subsp. minuta;sol;vir;2a;;NH
333;Viola biflora;vio;bif;+;;NH
334;Alchemilla vulgaris agg.;Alc;vul;3;;KC
334;Carex aterrima;Car;ate;+;;KC
334;Cirsium spinosissimum;Cir;spi;2a;;KC
334;Crocus albiflorus;Cro;alb;+;;KC
334;Deschampsia cespitosa subsp. cespitosa;Des;ces;3;;KC
334;Geranium sylvaticum;Ger;syl;+;;KC
334;Luzula alpino-pilosa;Luz;alp1;+;;KC
334;Mutellina adonidifolia;Mut;ado;2a;;KC
334;Persicaria vivipara;Per;viv;+;;KC
334;Poa alpina;Poa;alp;1;;KC
334;Potentilla aurea;Pot;aur;+;;KC
334;Ranunculus villarsii;Ran;vil;+;;KC
334;Rumex alpestris;Rum;alp;2b;;KC
334;Soldanella pusilla;Sol;pus;+;;KC
334;Taraxacum sp.;Tar;alp;+;;KC
334;Viola biflora;Vio;bif;+;;KC
335;Agrostis agrostiflora;agr;agr;1;;DM
335;Alchemilla vulgaris agg.;alc;vul;+;;DM
335;Anthoxanthum alpinum;ant;alp;1;;DM
335;Avenula versicolor;ave;ver;+;;DM
335;Bartsia alpina;bar;alp;+;;DM
335;Botrychium lunaria;bot;lun;+;;DM
335;Campanula scheuchzeri;cam;sch;r;;DM
335;Cirsium spinosissimum;cir;spi;3;;DM
335;Deschampsia cespitosa subsp. cespitosa;des;ces;+;;DM
335;Festuca nigrescens;fes;nig1;1;;DM
335;Gentiana brachyphylla;gen;bra;+;;DM
335;Geum montanum;geu;mon;1;;DM
335;Homogyne alpina;hom;alp;1;;DM
335;Leontodon hispidus;leo;his;2a;;DM
335;Luzula alpino-pilosa;luz;alp1;r;;DM
335;Mutellina adonidifolia;mut;ado;+;;DM
335;Myosotis alpestris;myo;alp;+;;DM
335;Nardus stricta;nar;str;r;;DM
335;Persicaria vivipara;per;viv;1;;DM
335;Poa alpina;poa;alp;1;;DM
335;Ranunculus villarsii;ran;vil;2a;;DM
335;Scorzoneroides helvetica;sco;hel;1;;DM
335;Soldanella pusilla;sol;pus;r;;DM
335;Taraxacum sp.;tar;rud;+;;DM
335;Trifolium pallescens;tri;pal;+;;DM
335;Trifolium pratense subsp. pratense;tri;pra;2a;;DM
336;Agrostis rupestris;agr;rup;+;;SE
336;Alchemilla vulgaris agg.;alc;vul;+;;SE
336;Anthoxanthum alpinum;ant;alp;1;;SE
336;Avenella flexuosa;ave;fle;1;;SE
336;Avenula versicolor;ave;ver;+;;SE
336;Campanula barbata subsp. barbata;cam;bar;1;;SE
336;Campanula scheuchzeri;cam;sch;+;;SE
336;Cerastium arvense subsp. strictum;cer;arv;+;;SE
336;Festuca halleri agg.;fes;hal;+;;SE
336;Gentiana acaulis;gen;aca;1;;SE
336;Geranium sylvaticum;ger;syl;1;;SE
336;Geum montanum;geu;mon;+;;SE
336;Homogyne alpina;hom;alp;2a;;SE
336;Juncus trifidus;jun;tri;2a;;SE
336;Leontodon hispidus;leo;his;1;;SE
336;Lotus corniculatus;lot;cor;1;;SE
336;Luzula alpina;luz;alp;+;;SE
336;Luzula lutea;luz;lut;+;;SE
336;Myosotis alpestris;myo;alp;1;;SE
336;Nardus stricta;nar;str;2a;;SE
336;Persicaria vivipara;per;viv;1;;SE
336;Phyteuma hemisphaericum;phy;hem;+;;SE
336;Potentilla aurea;pot;aur;1;;SE
336;Pulsatilla alpina subsp. apiifolia;pul;alp;2a;;SE
336;Pulsatilla vernalis;pul;ver;1;;SE
336;Ranunculus villarsii;ran;vil;+;;SE
336;Rhinanthus glacialis;rhi;gla;1;;SE
336;Scorzoneroides helvetica;sco;hel;1;;SE
336;Sempervivum montanum s. str.;sem;mon;+;;SE
336;Silene acaulis subsp. exscapa;sil;aca;+;;SE
336;Solidago virgaurea subsp. minuta;sol;vir;1;;SE
336;Thymus praecox subsp. polytrichus;thy;pra;+;;SE
336;Trifolium pallescens;tri;pal;1;;SE
336;Trifolium pratense subsp. pratense;tri;pra;1;;SE
337;Anthoxanthum alpinum;ant;alp;+;;SE
337;Campanula scheuchzeri;cam;sch;1;;SE
337;Cirsium spinosissimum;cir;spi;+;;SE
337;Deschampsia cespitosa subsp. cespitosa;des;ces;+;;SE
337;Festuca nigricans;fes;nig;2b;;SE
337;Homogyne alpina;hom;alp;+;;SE
337;Luzula alpino-pilosa;luz;alp1;2a;;SE
337;Mutellina adonidifolia;mut;ado;1;;SE
337;Myosotis alpestris;myo;alp;1;;SE
337;Phyteuma hemisphaericum;phy;hem;+;;SE
337;Poa alpina;poa;alp;+;;SE
337;Ranunculus villarsii;ran;vil;2a;;SE
337;Scorzoneroides helvetica;sco;hel;+;;SE
337;Sedum alpestre;sed;alp;+;;SE
337;Soldanella pusilla;sol;pus;+;;SE
337;Veronica alpina;ver;alp;r;;SE
338;Achillea moschata;ach;mos;2a;;DM
338;Agrostis rupestris;agr;rup;1;;DM
338;Alchemilla vulgaris agg.;alc;vul;+;;DM
338;Anthoxanthum alpinum;ant;alp;1;;DM
338;Avenula versicolor;ave;ver;+;;DM
338;Botrychium lunaria;bot;lun;+;;DM
338;Campanula scheuchzeri;cam;sch;+;;DM
338;Cirsium spinosissimum;cir;spi;2b;;DM
338;Festuca nigricans;fes;nig;1;;DM
338;Gentiana brachyphylla;gen;bra;+;;DM
338;Homogyne alpina;hom;alp;1;;DM
338;Leontodon hispidus;leo;his;2b;;DM
338;Myosotis alpestris;myo;alp;1;;DM
338;Persicaria vivipara;per;viv;+;;DM
338;Phyteuma hemisphaericum;phy;hem;+;;DM
338;Poa alpina;poa;alp;1;;DM
338;Potentilla aurea;pot;aur;1;;DM
338;Ranunculus villarsii;ran;vil;1;;DM
338;Salix herbacea;sal;her;2a;;DM
338;Salix retusa s. str.;sal;ret;2a;;DM
338;Scorzoneroides helvetica;sco;hel;1;;DM
338;Sibbaldia procumbens;sib;pro;+;;DM
338;Silene acaulis subsp. exscapa;sil;aca;1;;DM
338;Solidago virgaurea subsp. minuta;sol;vir;+;;DM
338;Trifolium pallescens;tri;pal;+;;DM
338;Trifolium pratense subsp. pratense;tri;pra;1;;DM
339;Agrostis alpina;agr;alp;+;;KC
339;Alchemilla vulgaris agg.;alc;vul;+;;KC
339;Anthoxanthum alpinum;ant;alp;1;;KC
339;Campanula barbata subsp. barbata;cam;bar;1;;KC
339;Campanula scheuchzeri;cam;sch;+;;KC
339;Cardamine resedifolia;car;res;+;;KC
339;Crepis aurea;cre;aur;1;;KC
339;Festuca halleri agg.;fes;hal;+;;KC
339;Festuca nigrescens;fes;nig1;+;;KC
339;Gentiana nivalis;gen;niv;r;;KC
339;Leontodon hispidus;leo;his;2b;;KC
339;Leucanthemopsis alpina;leu;alp;1;;KC
339;Lotus corniculatus;lot;cor;1;;KC
339;Luzula spicata;luz;spi;1;;KC
339;Myosotis alpestris;myo;alp;1;;KC
339;Persicaria vivipara;per;viv;1;;KC
339;Poa alpina;poa;alp;1;;KC
339;Potentilla aurea;pot;aur;1;;KC
339;Ranunculus villarsii;ran;vil;+;;KC
339;Scorzoneroides helvetica;sco;hel;1;;KC
339;Silene vulgaris;sil;vul;1;;KC
339;Trifolium pallescens;tri;pal;1;;KC
339;Trifolium pratense subsp. pratense;tri;pra;2a;;KC
339;Viola biflora;vio;bif;+;;KC
340;Agrostis alpina;agr;alp;1;;KC
340;Anthoxanthum alpinum;ant;alp;+;;KC
340;Avenula versicolor;ave;ver;+;;KC
340;Bartsia alpina;bar;alp;1;;KC
340;Campanula scheuchzeri;cam;sch;+;;KC
340;Festuca halleri agg.;fes;hal;+;;KC
340;Gnaphalium supinum;gna;sup;+;;KC
340;Homogyne alpina;hom;alp;1;;KC
340;Huperzia selago;hup;sel;+;;KC
340;Leucanthemopsis alpina;leu;alp;+;;KC
340;Mutellina adonidifolia;mut;ado;+;;KC
340;Myosotis alpestris;myo;alp;+;;KC
340;Persicaria vivipara;per;viv;+;;KC
340;Potentilla aurea;pot;aur;2a;;KC
340;Ranunculus villarsii;ran;vil;2a;;KC
340;Salix herbacea;sal;her;2a;;KC
340;Salix serpyllifolia;sal;ser;+;;KC
340;Scorzoneroides helvetica;sco;hel;2a;;KC
340;Soldanella pusilla;sol;pus;1;;KC
340;Trifolium pallescens;tri;pal;+;;KC
340;Vaccinium myrtillus;vac;myr;+;;KC
341;Alchemilla vulgaris agg.;alc;vul;2b;;SE
341;Anthoxanthum alpinum;ant;alp;1;;SE
341;Avenella flexuosa;ave;fle;1;;SE
341;Campanula scheuchzeri;cam;sch;+;;SE
341;Cerastium fontanum s. str.;cer;fon;1;;SE
341;Cirsium spinosissimum;cir;spi;1;;SE
341;Crepis aurea;cre;aur;+;;SE
341;Deschampsia cespitosa subsp. cespitosa;des;ces;3;;SE
341;Festuca halleri agg.;fes;hal;+;;SE
341;Homogyne alpina;hom;alp;1;;SE
341;Lotus corniculatus;lot;cor;1;;SE
341;Luzula alpina;luz;alp;+;;SE
341;Luzula alpino-pilosa;luz;alp1;+;;SE
341;Luzula lutea;luz;lut;+;cf;SE
341;Mutellina adonidifolia;mut;ado;+;;SE
341;Nardus stricta;nar;str;1;;SE
341;Persicaria vivipara;per;viv;1;;SE
341;Phleum alpinum agg.;phl;alp;1;;SE
341;Poa alpina;poa;alp;+;;SE
341;Potentilla aurea;pot;aur;2a;;SE
341;Pyrola minor;pyr;min;1;;SE
341;Ranunculus acris subsp. acris;ran;acr;+;;SE
341;Ranunculus villarsii;ran;vil;1;;SE
341;Sagina saginoides;sag;sag;r;;SE
341;Salix herbacea;sal;her;+;;SE
341;Scorzoneroides helvetica;sco;hel;+;;SE
341;Soldanella pusilla;sol;pus;+;;SE
341;Solidago virgaurea subsp. minuta;sol;vir;+;;SE
341;Thymus praecox subsp. polytrichus;thy;pra;r;;SE
341;Trifolium pallescens;tri;pal;+;;SE
342;Achillea moschata;ach;mos;+;;NH
342;Agrostis rupestris;agr;rup;+;;NH
342;Anthoxanthum alpinum;ant;alp;1;;NH
342;Campanula scheuchzeri;cam;sch;+;;NH
342;Diphasiastrum alpinum;dip;alp;2a;;NH
342;Homogyne alpina;hom;alp;r;;NH
342;Leucanthemopsis alpina;leu;alp;+;;NH
342;Luzula alpino-pilosa;luz;alp1;+;;NH
342;Phyteuma hemisphaericum;phy;hem;+;;NH
342;Rhododendron ferrugineum;rho;fer;3;;NH
342;Salix retusa s. str.;sal;ret;1;;NH
342;Scorzoneroides helvetica;sco;hel;1;;NH
342;Senecio incanus subsp. carniolicus;sen;inc;+;;NH
343;Achillea moschata;ach;mos;+;;SD
343;Agrostis agrostiflora;agr;agr;+;;SD
343;Alchemilla vulgaris agg.;alc;vul;+;;SD
343;Anthoxanthum alpinum;ant;alp;1;;SD
343;Botrychium lunaria;bot;lun;+;;SD
343;Campanula scheuchzeri;cam;sch;+;;SD
343;Chaerophyllum villarsii;cha;vil;2a;;SD
343;Deschampsia cespitosa subsp. cespitosa;Des;ces;2a;;SD
343;Festuca nigricans;fes;nig;2a;;SD
343;Galium anisophyllon;gal;ani;+;;SD
343;Geum montanum;geu;mon;1;;SD
343;Homogyne alpina;hom;alp;+;;SD
343;Lotus corniculatus;lot;cor;2a;;SD
343;Luzula alpino-pilosa;luz;alp1;1;;SD
343;Myosotis alpestris;Myo;alp;1;;SD
343;Peucedanum ostruthium;peu;ost;2a;;SD
343;Poa supina;poa;sup;+;;SD
343;Potentilla aurea;pot;aur;+;;SD
343;Ranunculus villarsii;ran;vil;1;;SD
343;Rhododendron ferrugineum;rho;fer;2a;;SD
343;Scorzoneroides helvetica;sco;hel;+;;SD
343;Sempervivum montanum s. str.;sem;mon;+;;SD
343;Silene vulgaris;sil;vul;2a;;SD
343;Solidago virgaurea subsp. minuta;sol;vir;2a;;SD
343;Thymus praecox subsp. polytrichus;thy;pra;+;;SD
343;Viola biflora;vio;bif;+;;SD
344;Alchemilla vulgaris agg.;alc;vul;r;;KH
344;Anthoxanthum alpinum;ant;alp;2a;;KH
344;Bartsia alpina;bar;alp;+;;KH
344;Campanula scheuchzeri;cam;sch;r;;KH
344;Carex sempervirens;car;sem;+;;KH
344;Deschampsia cespitosa subsp. cespitosa;des;ces;+;;KH
344;Juncus trifidus;jun;tri;2a;;KH
344;Kobresia myosuroides;kob;myo;+;;KH
344;Leontodon hispidus;leo;his;1;;KH
344;Luzula multiflora s. lat.;luz;mul;r;;KH
344;Mutellina adonidifolia;mut;ado;2b;;KH
344;Persicaria vivipara;per;viv;2a;;KH
344;Poa alpina;poa;alp;2b;;KH
344;Potentilla aurea;pot;aur;1;;KH
344;Primula minima;pri;min;r;;KH
344;Ranunculus villarsii;ran;vil;1;;KH
344;Rhinanthus glacialis;rhi;gla;r;;KH
344;Salix herbacea;sal;her;1;;KH
344;Soldanella pusilla;sol;pus;r;;KH
344;Trifolium pratense subsp. pratense;tri;pra;1;;KH
345;Achillea moschata;ach;mos;+;;KC
345;Anthoxanthum alpinum;ant;alp;+;;KC
345;Asplenium viride;asp;vir;r;;KC
345;Avenula versicolor;ave;ver;1;;KC
345;Campanula scheuchzeri;cam;sch;+;;KC
345;Coeloglossum viride;coe;vir;r;;KC
345;Doronicum clusii subsp. clusii;dor;clu;r;;KC
345;Homogyne alpina;hom;alp;+;;KC
345;Huperzia selago;hup;sel;r;;KC
345;Juncus trifidus;jun;tri;1;;KC
345;Leontodon hispidus;leo;his;2a;;KC
345;Myosotis alpestris;myo;alp;+;;KC
345;Pyrola minor;pyr;min;+;;KC
345;Ranunculus villarsii;ran;vil;+;;KC
345;Rhododendron ferrugineum;rho;fer;2b;;KC
345;Salix helvetica;sal;hel;3;;KC
345;Saxifraga bryoides;sax;bry;+;;KC
345;Scorzoneroides helvetica;sco;hel;1;;KC
345;Solidago virgaurea subsp. minuta;sol;vir;+;;KC
345;Trifolium badium;tri;bad;+;;KC
345;Trifolium pallescens;tri;pal;+;;KC
345;Trifolium pratense subsp. pratense;tri;pra;+;;KC
345;Vaccinium myrtillus;vac;myr;+;;KC
346;Agrostis alpina;Agr;alp;+;;SD
346;Anthoxanthum alpinum;Ant;alp;1;;SD
346;Arnica montana;Arn;mon;2a;;SD
346;Avenella flexuosa;Ave;fle;2a;;SD
346;Calluna vulgaris;Cal;vul;2a;;SD
346;Campanula barbata subsp. barbata;Cam;bar;2a;;SD
346;Carex sempervirens;Car;sem;+;;SD
346;Euphrasia minima;Eup;min;+;;SD
346;Festuca nigrescens;Fes;nig1;+;;SD
346;Gentiana acaulis;Gen;aca;+;;SD
346;Geum montanum;Geu;mon;1;;SD
346;Homogyne alpina;Hom;alp;2a;;SD
346;Lotus corniculatus;Lot;cor;+;;SD
346;Luzula alpina;Luz;alp;+;;SD
346;Luzula lutea;Luz;lut;+;;SD
346;Nardus stricta;Nar;str;2b;;SD
346;Persicaria vivipara;Per;viv;+;;SD
346;Phleum alpinum agg.;Phl;alp;+;;SD
346;Poa alpina;Poa;alp;1;;SD
346;Potentilla aurea;Pot;aur;1;;SD
346;Ranunculus villarsii;Ran;vil;+;;SD
346;Rhododendron ferrugineum;Rho;fer;1;;SD
346;Salix herbacea;Sal;her;+;;SD
346;Scorzoneroides helvetica;Sco;hel;2a;;SD
346;Soldanella pusilla;Sol;pus;+;;SD
